TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.001", I=51
-1 2.312277e-01 2.311895e-01 -4.025463e-05 3.542261e-03 -1.077364e-02 1.431591e-02 -5.262761e-10 1.187141e+01 
-9.971226e-01 3.956023e-01 3.955788e-01 -4.025285e-05 -3.291491e-04 -4.550113e-03 4.220964e-03 -5.262761e-10 1.187141e+01 
-9.903648e-01 6.833843e-01 6.833642e-01 -4.025053e-05 1.397675e-03 -3.179802e-03 4.577477e-03 -5.262761e-10 1.187141e+01 
-9.797745e-01 1.039651e+00 1.039658e+00 -4.024901e-05 -4.889871e-04 6.851231e-04 -1.174110e-03 -5.262761e-10 1.187141e+01 
-9.653935e-01 1.387907e+00 1.387890e+00 -4.024796e-05 8.350304e-04 -1.462646e-03 2.297676e-03 -5.262761e-10 1.187141e+01 
-9.472774e-01 1.745528e+00 1.745547e+00 -4.025007e-05 -6.490574e-04 1.215707e-03 -1.864765e-03 -5.262761e-10 1.187141e+01 
-9.254965e-01 2.054896e+00 2.054874e+00 -4.024713e-05 6.637716e-04 -1.138875e-03 1.802647e-03 -5.262761e-10 1.187141e+01 
-9.001349e-01 2.343080e+00 2.343106e+00 -4.025360e-05 -5.611156e-04 9.451107e-04 -1.506226e-03 -5.262761e-10 1.187141e+01 
-8.712910e-01 2.561595e+00 2.561567e+00 -4.024434e-05 4.008295e-04 -7.443872e-04 1.145217e-03 -5.262761e-10 1.187141e+01 
-8.390761e-01 2.743773e+00 2.743802e+00 -4.025723e-05 -2.992519e-04 4.846819e-04 -7.839338e-04 -5.262761e-10 1.187141e+01 
-8.036151e-01 2.854718e+00 2.854689e+00 -4.024148e-05 2.236519e-04 -3.016481e-04 5.253000e-04 -5.262761e-10 1.187141e+01 
-7.650450e-01 2.937076e+00 2.937104e+00 -4.025956e-05 -1.984573e-04 1.447127e-04 -3.431701e-04 -5.262761e-10 1.187141e+01 
-7.235151e-01 2.968518e+00 2.968492e+00 -4.023947e-05 1.748102e-04 -7.155889e-05 2.463691e-04 -5.262761e-10 1.187141e+01 
-6.791861e-01 2.994519e+00 2.994545e+00 -4.026130e-05 -1.564998e-04 2.080955e-05 -1.773094e-04 -5.262761e-10 1.187141e+01 
-6.322294e-01 2.993514e+00 2.993489e+00 -4.023770e-05 1.272847e-04 -1.061339e-05 1.378981e-04 -5.262761e-10 1.187141e+01 
-5.828267e-01 3.003157e+00 3.003181e+00 -4.026294e-05 -1.019089e-04 -7.338199e-07 -1.011751e-04 -5.262761e-10 1.187141e+01 
