TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.001", I=101
-1 2.342925e-01 1.747107e-01 -1.103749e-04 -4.694826e+01 0 3.277500e+02 7.057660e-02 1.195564e+01 
-9.995066e-01 2.488417e-01 2.449363e-01 -1.209554e-04 8.567708e+00 0 1.350033e+02 7.057660e-02 1.195564e+01 
-9.980267e-01 3.308330e-01 3.411472e-01 -9.522381e-05 -1.415894e+01 0 -1.881702e+01 7.057660e-02 1.195564e+01 
-9.955620e-01 4.629905e-01 4.521010e-01 -1.296755e-04 3.435770e+00 0 -2.027197e+01 7.057660e-02 1.195564e+01 
-9.921147e-01 6.045794e-01 6.064952e-01 -8.990754e-05 -1.162841e+01 0 3.253727e+01 7.057660e-02 1.195564e+01 
-9.876883e-01 7.832475e-01 7.500203e-01 -1.356466e-04 2.013856e+00 0 -5.866195e+01 7.057660e-02 1.195564e+01 
-9.822873e-01 9.351115e-01 9.372952e-01 -8.921642e-05 -9.350851e+00 0 7.592491e+01 7.057660e-02 1.195564e+01 
-9.759168e-01 1.134804e+00 1.084346e+00 -1.442665e-04 4.522367e+00 0 -9.599198e+01 7.057660e-02 1.195564e+01 
-9.685832e-01 1.261983e+00 1.304778e+00 -9.739330e-05 -9.541717e-01 0 1.296401e+02 7.057660e-02 1.195564e+01 
-9.602937e-01 1.459320e+00 1.452463e+00 -1.580933e-04 1.549654e+01 0 -1.311395e+02 7.057660e-02 1.195564e+01 
-9.510565e-01 1.534541e+00 1.714830e+00 -1.023936e-04 5.858904e+00 0 1.761975e+02 7.057660e-02 1.195564e+01 
-9.408808e-01 1.826155e+00 1.749631e+00 -1.361500e-04 -5.678251e+00 0 -2.401678e+02 7.057660e-02 1.195564e+01 
-9.297765e-01 2.024568e+00 1.861682e+00 -6.362125e-05 -3.598677e+01 0 1.728202e+02 7.057660e-02 1.195564e+01 
-9.177546e-01 2.248938e+00 1.934892e+00 -1.635328e-04 2.369329e+01 0 -1.072181e+02 7.057660e-02 1.195564e+01 
-9.048271e-01 1.605401e+00 2.883086e+00 -1.750483e-04 5.057641e+01 0 3.220924e+02 7.057660e-02 1.195564e+01 
-8.910065e-01 3.134434e+00 1.610341e+00 -1.444331e-05 -8.613676e+01 0 -8.079187e+02 7.057660e-02 1.195564e+01 
-8.763067e-01 2.175510e+00 2.756196e+00 -1.668659e-04 4.289253e+01 0 1.182253e+03 7.057660e-02 1.195564e+01 
-8.607420e-01 2.121922e+00 3.024170e+00 -2.001096e-04 2.712915e+01 0 -1.284368e+03 7.057660e-02 1.195564e+01 
