TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="1.1671e-10", I=201
-1 2.628967e+00 2.628896e+00 -1.000000e-04 -8.350920e-11 0 -8.350920e-11 3.898864e-13 1.318335e+01 
-9.998174e-01 3 3 -1.000000e-04 -1.302292e-13 0 -1.302292e-13 3.898864e-13 1.318335e+01 
-9.993879e-01 3 3 -1.000000e-04 -1.073608e-11 0 -1.073608e-11 3.898864e-13 1.318335e+01 
-9.987130e-01 3 3 -1.000000e-04 2.008060e-12 0 2.008060e-12 3.898864e-13 1.318335e+01 
-9.977928e-01 3 3 -1.000000e-04 1.420963e-11 0 1.420963e-11 3.898864e-13 1.318335e+01 
-9.966277e-01 3 3 -1.000000e-04 -6.358247e-13 0 -6.358247e-13 3.898864e-13 1.318335e+01 
-9.952180e-01 3 3 -1.000000e-04 -1.187250e-11 0 -1.187250e-11 3.898864e-13 1.318335e+01 
-9.935639e-01 3 3 -1.000000e-04 7.098155e-12 0 7.098155e-12 3.898864e-13 1.318335e+01 
-9.916658e-01 3 3 -1.000000e-04 -1.340594e-13 0 -1.340594e-13 3.898864e-13 1.318335e+01 
-9.895243e-01 3 3 -1.000000e-04 9.912071e-13 0 9.912071e-13 3.898864e-13 1.318335e+01 
-9.871399e-01 3 3 -1.000000e-04 4.095391e-12 0 4.095391e-12 3.898864e-13 1.318335e+01 
-9.845131e-01 3 3 -1.000000e-04 -6.006029e-12 0 -6.006029e-12 3.898864e-13 1.318335e+01 
-9.816446e-01 3 3 -1.000000e-04 3.030576e-12 0 3.030576e-12 3.898864e-13 1.318335e+01 
-9.785352e-01 3 3 -1.000000e-04 3.305356e-12 0 3.305356e-12 3.898864e-13 1.318335e+01 
-9.751854e-01 3 3 -1.000000e-04 -4.595824e-12 0 -4.595824e-12 3.898864e-13 1.318335e+01 
-9.715963e-01 3 3 -1.000000e-04 3.189782e-12 0 3.189782e-12 3.898864e-13 1.318335e+01 
-9.677686e-01 3 3 -1.000000e-04 2.193495e-12 0 2.193495e-12 3.898864e-13 1.318335e+01 
-9.637034e-01 3 3 -1.000000e-04 -1.216777e-12 0 -1.216777e-12 3.898864e-13 1.318335e+01 
-9.594015e-01 3 3 -1.000000e-04 -1.688649e-12 0 -1.688649e-12 3.898864e-13 1.318335e+01 
-9.548641e-01 3 3 -1.000000e-04 2.448874e-13 0 2.448874e-13 3.898864e-13 1.318335e+01 
-9.500923e-01 3 3 -1.000000e-04 2.177758e-12 0 2.177758e-12 3.898864e-13 1.318335e+01 
-9.450873e-01 3 3 -1.000000e-04 1.792066e-12 0 1.792066e-12 3.898864e-13 1.318335e+01 
-9.398502e-01 3 3 -1.000000e-04 -3.007594e-13 0 -3.007594e-13 3.898864e-13 1.318335e+01 
-9.343823e-01 3 3 -1.000000e-04 1.137423e-12 0 1.137423e-12 3.898864e-13 1.318335e+01 
-9.286851e-01 3 3 -1.000000e-04 -3.104184e-13 0 -3.104184e-13 3.898864e-13 1.318335e+01 
-9.227599e-01 3 3 -1.000000e-04 2.131628e-14 0 2.131628e-14 3.898864e-13 1.318335e+01 
-9.166081e-01 3 3 -1.000000e-04 -6.243339e-13 0 -6.243339e-13 3.898864e-13 1.318335e+01 
-9.102313e-01 3 3 -1.000000e-04 -5.988543e-13 0 -5.988543e-13 3.898864e-13 1.318335e+01 
-9.036310e-01 3 3 -1.000000e-04 1.575073e-12 0 1.575073e-12 3.898864e-13 1.318335e+01 
-8.968089e-01 3 3 -1.000000e-04 6.852852e-14 0 6.852852e-14 3.898864e-13 1.318335e+01 
-8.897666e-01 3 3 -1.000000e-04 -1.831868e-13 0 -1.831868e-13 3.898864e-13 1.318335e+01 
-8.825059e-01 3 3 -1.000000e-04 7.856216e-13 0 7.856216e-13 3.898864e-13 1.318335e+01 
-8.750285e-01 3 3 -1.000000e-04 4.003464e-13 0 4.003464e-13 3.898864e-13 1.318335e+01 
-8.673363e-01 3 3 -1.000000e-04 -1.046246e-12 0 -1.046246e-12 3.898864e-13 1.318335e+01 
-8.594311e-01 3 3 -1.000000e-04 1.384393e-12 0 1.384393e-12 3.898864e-13 1.318335e+01 
-8.513150e-01 3 3 -1.000000e-04 -9.503232e-13 0 -9.503232e-13 3.898864e-13 1.318335e+01 
-8.429898e-01 3 3 -1.000000e-04 1.691314e-12 0 1.691314e-12 3.898864e-13 1.318335e+01 
-8.344577e-01 3 3 -1.000000e-04 1.622036e-13 0 1.622036e-13 3.898864e-13 1.318335e+01 
-8.257207e-01 3 3 -1.000000e-04 -3.219092e-13 0 -3.219092e-13 3.898864e-13 1.318335e+01 
-8.167810e-01 3 3 -1.000000e-04 -7.860379e-14 0 -7.860379e-14 3.898864e-13 1.318335e+01 
-8.076408e-01 3 3 -1.000000e-04 7.825407e-13 0 7.825407e-13 3.898864e-13 1.318335e+01 
-7.983023e-01 3 3 -1.000000e-04 6.809553e-13 0 6.809553e-13 3.898864e-13 1.318335e+01 
