TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.001", I=101
-1 3 3 2.864455e+07 -9.143746e+29 0 7.607944e+20 -2.454370e+26 -337039926180463808 
-9.995066e-01 3 3 2.859661e+07 -4.056545e+28 0 1.222726e+19 -2.454370e+26 -337039926180463808 
-9.980267e-01 3 3 2.860560e+07 -3.371219e+27 0 -2960487391925511168 -2.454370e+26 -337039926180463808 
-9.955620e-01 3 3 2.853789e+07 -9.355619e+26 0 2094034884284343552 -2.454370e+26 -337039926180463808 
-9.921147e-01 3 3 2.852348e+07 -3.620685e+26 0 -1128939160411540480 -2.454370e+26 -337039926180463808 
-9.876883e-01 3 3 2.843025e+07 -1.695662e+26 0 981260881566767104 -2.454370e+26 -337039926180463808 
-9.822873e-01 3 3 2.838889e+07 -9.029078e+25 0 -628942159075703808 -2.454370e+26 -337039926180463808 
-9.759168e-01 3 3 2.826993e+07 -5.259876e+25 0 582814081963725312 -2.454370e+26 -337039926180463808 
-9.685832e-01 3 3 2.820170e+07 -3.276756e+25 0 -406245652608643776 -2.454370e+26 -337039926180463808 
-9.602937e-01 3 3 2.805723e+07 -2.148908e+25 0 388490292968614400 -2.454370e+26 -337039926180463808 
-9.510565e-01 3 3 2.796252e+07 -1.467957e+25 0 -284628099950241312 -2.454370e+26 -337039926180463808 
-9.408808e-01 3 3 2.779294e+07 -1.036367e+25 0 277192967622702368 -2.454370e+26 -337039926180463808 
-9.297765e-01 3 3 2.767224e+07 -7.518608e+24 0 -209858530996892576 -2.454370e+26 -337039926180463808 
-9.177546e-01 3 3 2.747808e+07 -5.580013e+24 0 206726107630306688 -2.454370e+26 -337039926180463808 
-9.048271e-01 3 3 2.733198e+07 -4.221935e+24 0 -160142004343300512 -2.454370e+26 -337039926180463808 
-8.910065e-01 3 3 2.711387e+07 -3.247467e+24 0 158929936359560864 -2.454370e+26 -337039926180463808 
-8.763067e-01 3 3 2.694307e+07 -2.533723e+24 0 -125182101554830560 -2.454370e+26 -337039926180463808 
