TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.0001", I=101
-1 3 3 -2.401955e+07 2.364576e+31 0 -4.341836e+20 6.566379e+27 5264588697747298 
-9.995066e-01 3 3 -2.398482e+07 1.367126e+30 0 -8849449603117314048 6.566379e+27 5264588697747298 
-9.980267e-01 3 3 -2.398649e+07 5.914764e+28 0 2056193831530705152 6.566379e+27 5264588697747298 
-9.955620e-01 3 3 -2.393595e+07 1.293589e+28 0 -1391083427302084864 6.566379e+27 5264588697747298 
-9.921147e-01 3 3 -2.391836e+07 4.300146e+27 0 779064021595136640 6.566379e+27 5264588697747298 
-9.876883e-01 3 3 -2.384592e+07 1.799769e+27 0 -650502698249883648 6.566379e+27 5264588697747298 
-9.822873e-01 3 3 -2.380576e+07 8.766886e+26 0 430746472010810432 6.566379e+27 5264588697747298 
-9.759168e-01 3 3 -2.371154e+07 4.749885e+26 0 -385694058378177216 6.566379e+27 5264588697747298 
-9.685832e-01 3 3 -2.364892e+07 2.784623e+26 0 276879960873205664 6.566379e+27 5264588697747298 
-9.602937e-01 3 3 -2.353318e+07 1.734208e+26 0 -256835903145135808 6.566379e+27 5264588697747298 
-9.510565e-01 3 3 -2.344843e+07 1.132918e+26 0 193384626734189312 6.566379e+27 5264588697747298 
-9.408808e-01 3 3 -2.331151e+07 7.692490e+25 0 -183161123904942432 6.566379e+27 5264588697747298 
-9.297765e-01 3 3 -2.320506e+07 5.392055e+25 0 142290455091606320 6.566379e+27 5264588697747298 
-9.177546e-01 3 3 -2.304742e+07 3.881402e+25 0 -136574271133465472 6.566379e+27 5264588697747298 
-9.048271e-01 3 3 -2.291977e+07 2.857597e+25 0 108435037069723360 6.566379e+27 5264588697747298 
-8.910065e-01 3 3 -2.274195e+07 2.144733e+25 0 -105005902822759792 6.566379e+27 5264588697747298 
-8.763067e-01 3 3 -2.259367e+07 1.636659e+25 0 84693117566487664 6.566379e+27 5264588697747298 
-8.607420e-01 3 3 -2.239629e+07 1.267085e+25 0 -82505770743004368 6.566379e+27 5264588697747298 
-8.443279e-01 3 3 -2.222804e+07 9.934005e+24 0 67320358715795808 6.566379e+27 5264588697747298 
-8.270806e-01 3 3 -2.201182e+07 7.874809e+24 0 -65838926192954272 6.566379e+27 5264588697747298 
-8.090170e-01 3 3 -2.182434e+07 6.303414e+24 0 54180886438737504 6.566379e+27 5264588697747298 
-7.901550e-01 3 3 -2.159005e+07 5.088957e+24 0 -53112690578529784 6.566379e+27 5264588697747298 
-7.705132e-01 3 3 -2.138415e+07 4.139587e+24 0 43977147553282608 6.566379e+27 5264588697747298 
-7.501111e-01 3 3 -2.113266e+07 3.389735e+24 0 -43154477270857736 6.566379e+27 5264588697747298 
-7.289686e-01 3 3 -2.090920e+07 2.791892e+24 0 35880495152461976 6.566379e+27 5264588697747298 
-7.071068e-01 3 3 -2.064144e+07 2.311151e+24 0 -35203667770885688 6.566379e+27 5264588697747298 
-6.845471e-01 3 3 -2.040137e+07 1.921548e+24 0 29339790227546036 6.566379e+27 5264588697747298 
-6.613119e-01 3 3 -2.011834e+07 1.603536e+24 0 -28747907433445788 6.566379e+27 5264588697747298 
-6.374240e-01 3 3 -1.986267e+07 1.342250e+24 0 23975896192110800 6.566379e+27 5264588697747298 
-6.129071e-01 3 3 -1.956541e+07 1.126269e+24 0 -23431017059427016 6.566379e+27 5264588697747298 
-5.877853e-01 3 3 -1.929522e+07 9.467390e+23 0 19520478359311216 6.566379e+27 5264588697747298 
-5.620834e-01 3 3 -1.898486e+07 7.967378e+23 0 -18998675087294600 6.566379e+27 5264588697747298 
-5.358268e-01 3 3 -1.870125e+07 6.708109e+23 0 15778953216606410 6.566379e+27 5264588697747298 
-5.090414e-01 3 3 -1.837895e+07 5.646275e+23 0 -15265070168286388 6.566379e+27 5264588697747298 
-4.817537e-01 3 3 -1.808311e+07 4.747265e+23 0 12607227179899982 6.566379e+27 5264588697747298 
-4.539905e-01 3 3 -1.775010e+07 3.983228e+23 0 -12091714614039194 6.566379e+27 5264588697747298 
-4.257793e-01 3 3 -1.744325e+07 3.331625e+23 0 9896627751428118 6.566379e+27 5264588697747298 
-3.971479e-01 3 3 -1.710077e+07 2.774104e+23 0 -9373578754148896 6.566379e+27 5264588697747298 
-3.681246e-01 3 3 -1.678417e+07 2.295648e+23 0 7563871721695542 6.566379e+27 5264588697747298 
-3.387379e-01 3 3 -1.643354e+07 1.883904e+23 0 -7029778046984566 6.566379e+27 5264588697747298 
-3.090170e-01 3 3 -1.610850e+07 1.528661e+23 0 5544224649727548 6.566379e+27 5264588697747298 
-2.789911e-01 3 3 -1.575104e+07 1.221442e+23 0 -4997173412311562 6.566379e+27 5264588697747298 
-2.486899e-01 3 3 -1.541888e+07 9.551769e+22 0 3786736399772414 6.566379e+27 5264588697747298 
-2.181432e-01 3 3 -1.505595e+07 7.239480e+22 0 -3225883328947620 6.566379e+27 5264588697747298 
-1.873813e-01 3 3 -1.471805e+07 5.227810e+22 0 2.250859e+15 6.566379e+27 5264588697747298 
-1.564345e-01 3 3 -1.435103e+07 3.474796e+22 0 -1.676079e+15 6.566379e+27 5264588697747298 
-1.253332e-01 3 3 -1.400876e+07 1.944920e+22 0 9.040075e+14 6.566379e+27 5264588697747298 
-9.410831e-02 3 3 -1.363905e+07 6.080132e+21 0 -3.156588e+14 6.566379e+27 5264588697747298 
-6.279052e-02 3 3 -1.329382e+07 -5.616257e+21 0 -2.802340e+14 6.566379e+27 5264588697747298 
-3.141076e-02 3 3 -1.292284e+07 -1.585959e+22 0 8.814635e+14 6.566379e+27 5264588697747298 
-1.110223e-16 3 3 -1.257605e+07 -2.483812e+22 0 -1.323434e+15 6.566379e+27 5264588697747298 
3.141076e-02 3 3 -1.220520e+07 -3.271358e+22 0 1.936641e+15 6.566379e+27 5264588697747298 
6.279052e-02 3 3 -1.185827e+07 -3.962536e+22 0 -2.243320e+15 6.566379e+27 5264588697747298 
9.410831e-02 3 3 -1.148898e+07 -4.569382e+22 0 2.867450e+15 6.566379e+27 5264588697747298 
1.253332e-01 3 3 -1.114333e+07 -5.102322e+22 0 -3.054534e+15 6.566379e+27 5264588697747298 
1.564345e-01 3 3 -1.077701e+07 -5.570397e+22 0 3688432870216441 6.566379e+27 5264588697747298 
1.873813e-01 3 3 -1.043405e+07 -5.981479e+22 0 -3769214651179480 6.566379e+27 5264588697747298 
2.181432e-01 3 3 -1.007209e+07 -6.342418e+22 0 4411658317164631 6.566379e+27 5264588697747298 
2.486899e-01 3 3 -9.733214e+06 -6.659209e+22 0 -4397448641239254 6.566379e+27 5264588697747298 
2.789911e-01 3 3 -9.377002e+06 -6.937083e+22 0 5047160957160372 6.566379e+27 5264588697747298 
3.090170e-01 3 3 -9.043598e+06 -7.180641e+22 0 -4947618431652380 6.566379e+27 5264588697747298 
3.387379e-01 3 3 -8.694496e+06 -7.393910e+22 0 5603280857693186 6.566379e+27 5264588697747298 
3.681246e-01 3 3 -8.367920e+06 -7.580443e+22 0 -5426674315713464 6.566379e+27 5264588697747298 
3.971479e-01 3 3 -8.027263e+06 -7.743363e+22 0 6086928127882206 6.566379e+27 5264588697747298 
4.257793e-01 3 3 -7.708848e+06 -7.885436e+22 0 -5840344955472326 6.566379e+27 5264588697747298 
4.539905e-01 3 3 -7.377938e+06 -8.009096e+22 0 6503787814395072 6.566379e+27 5264588697747298 
4.817537e-01 3 3 -7.068981e+06 -8.116510e+22 0 -6193299113481698 6.566379e+27 5264588697747298 
5.090414e-01 3 3 -6.749084e+06 -8.209589e+22 0 6858476489415588 6.566379e+27 5264588697747298 
5.358268e-01 3 3 -6.450844e+06 -8.290043e+22 0 -6489266892116172 6.566379e+27 5264588697747298 
5.620834e-01 3 3 -6.143182e+06 -8.359380e+22 0 7154658377317732 6.566379e+27 5264588697747298 
5.877853e-01 3 3 -5.856877e+06 -8.418957e+22 0 -6731126007382722 6.566379e+27 5264588697747298 
6.129071e-01 3 3 -5.562624e+06 -8.469974e+22 0 7395125970105666 6.566379e+27 5264588697747298 
6.374240e-01 3 3 -5.289422e+06 -8.513518e+22 0 -6920956064527992 6.566379e+27 5264588697747298 
6.613119e-01 3 3 -5.009703e+06 -8.550548e+22 0 7581847427028032 6.566379e+27 5264588697747298 
6.845471e-01 3 3 -4.750720e+06 -8.581943e+22 0 -7060061262782596 6.566379e+27 5264588697747298 
7.071068e-01 3 3 -4.486601e+06 -8.608479e+22 0 7715980265557236 6.566379e+27 5264588697747298 
7.289686e-01 3 3 -4.242894e+06 -8.630875e+22 0 -7148958982791256 6.566379e+27 5264588697747298 
7.501111e-01 3 3 -3.995383e+06 -8.649769e+22 0 7797847417384904 6.566379e+27 5264588697747298 
7.705132e-01 3 3 -3.767948e+06 -8.665758e+22 0 -7187327729240458 6.566379e+27 5264588697747298 
7.901550e-01 3 3 -3.537990e+06 -8.679380e+22 0 7826866878768628 6.566379e+27 5264588697747298 
8.090170e-01 3 3 -3.327756e+06 -8.691147e+22 0 -7173901805712024 6.566379e+27 5264588697747298 
8.270806e-01 3 3 -3.116226e+06 -8.701527e+22 0 7801418482975042 6.566379e+27 5264588697747298 
8.443279e-01 3 3 -2.924053e+06 -8.710983e+22 0 -7106289901081598 6.566379e+27 5264588697747298 
8.607420e-01 3 3 -2.731759e+06 -8.719951e+22 0 7718617933249412 6.566379e+27 5264588697747298 
8.763067e-01 3 3 -2.558431e+06 -8.728880e+22 0 -6980676237859492 6.566379e+27 5264588697747298 
8.910065e-01 3 3 -2.386107e+06 -8.738221e+22 0 7573943101978086 6.566379e+27 5264588697747298 
9.048271e-01 3 3 -2.232332e+06 -8.748470e+22 0 -6791326710455148 6.566379e+27 5264588697747298 
9.177546e-01 3 3 -2.080636e+06 -8.760166e+22 0 7360606582895518 6.566379e+27 5264588697747298 
9.297765e-01 3 3 -1.947039e+06 -8.773957e+22 0 -6529745705277616 6.566379e+27 5264588697747298 
9.408808e-01 3 3 -1.816555e+06 -8.790626e+22 0 7068455513547928 6.566379e+27 5264588697747298 
9.510565e-01 3 3 -1.703676e+06 -8.811217e+22 0 -6183150452822524 6.566379e+27 5264588697747298 
9.602937e-01 3 3 -1.594911e+06 -8.837159e+22 0 6681901113769758 6.566379e+27 5264588697747298 
9.685832e-01 3 3 -1.503197e+06 -8.870585e+22 0 -5731459099090496 6.566379e+27 5264588697747298 
9.759168e-01 3 3 -1.416584e+06 -8.914877e+22 0 6175589014285388 6.566379e+27 5264588697747298 
