TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.001", I=101
-1 1.971544e-01 2.360417e-01 -1.071395e-04 -1.631800e+01 0 -2.464069e+02 -1.937822e-02 1.179820e+01 
-9.995066e-01 2.550057e-01 2.554442e-01 -1.049906e-04 4.954588e+00 0 -7.845720e+01 -1.937822e-02 1.179820e+01 
-9.980267e-01 3.386783e-01 3.409642e-01 -1.104404e-04 -3.783556e+00 0 1.338397e+01 -1.937822e-02 1.179820e+01 
-9.955620e-01 4.680472e-01 4.599349e-01 -1.035217e-04 3.084131e+00 0 -2.431393e+00 -1.937822e-02 1.179820e+01 
-9.921147e-01 6.070841e-01 6.170045e-01 -1.121058e-04 -2.857628e+00 0 -3.056453e+00 -1.937822e-02 1.179820e+01 
-9.876883e-01 7.845746e-01 7.686202e-01 -1.031052e-04 2.597034e+00 0 7.478630e+00 -1.937822e-02 1.179820e+01 
-9.822873e-01 9.381951e-01 9.582742e-01 -1.137573e-04 -2.537859e+00 0 -1.117073e+01 -1.937822e-02 1.179820e+01 
-9.759168e-01 1.139044e+00 1.112159e+00 -1.033772e-04 2.445083e+00 0 1.454551e+01 -1.937822e-02 1.179820e+01 
-9.685832e-01 1.285554e+00 1.318662e+00 -1.157338e-04 -2.446103e+00 0 -1.768502e+01 -1.937822e-02 1.179820e+01 
-9.602937e-01 1.499201e+00 1.458045e+00 -1.041700e-04 2.446117e+00 0 2.050770e+01 -1.937822e-02 1.179820e+01 
-9.510565e-01 1.624588e+00 1.674125e+00 -1.182399e-04 -2.471653e+00 0 -2.315210e+01 -1.937822e-02 1.179820e+01 
-9.408808e-01 1.845643e+00 1.786455e+00 -1.052748e-04 2.523436e+00 0 2.540176e+01 -1.937822e-02 1.179820e+01 
-9.297765e-01 1.938230e+00 2.008148e+00 -1.214224e-04 -2.555470e+00 0 -2.740896e+01 -1.937822e-02 1.179820e+01 
-9.177546e-01 2.163754e+00 2.082306e+00 -1.063791e-04 2.610216e+00 0 2.888067e+01 -1.937822e-02 1.179820e+01 
