TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="1.1671e-10", I=201
-1 1.461981e+00 1.461911e+00 -1.000000e-04 -6.137491e-11 0 -8.350920e-11 3.947694e-13 1.318335e+01 
-9.998174e-01 3 3 -1.000000e-04 -2.283773e-11 0 -1.302292e-13 3.947694e-13 1.318335e+01 
-9.993879e-01 3 3 -1.000000e-04 -1.354516e-11 0 -1.073608e-11 3.947694e-13 1.318335e+01 
-9.987130e-01 3 3 -1.000000e-04 1.875566e-11 0 2.008060e-12 3.947694e-13 1.318335e+01 
-9.977928e-01 3 3 -1.000000e-04 1.543032e-11 0 1.420963e-11 3.947694e-13 1.318335e+01 
-9.966277e-01 3 3 -1.000000e-04 4.929390e-12 0 -6.358247e-13 3.947694e-13 1.318335e+01 
-9.952180e-01 3 3 -1.000000e-04 -5.458967e-12 0 -1.187250e-11 3.947694e-13 1.318335e+01 
-9.935639e-01 3 3 -1.000000e-04 3.296696e-12 0 7.098155e-12 3.947694e-13 1.318335e+01 
-9.916658e-01 3 3 -1.000000e-04 2.780443e-12 0 -1.340594e-13 3.947694e-13 1.318335e+01 
-9.895243e-01 3 3 -1.000000e-04 4.163336e-12 0 9.912071e-13 3.947694e-13 1.318335e+01 
-9.871399e-01 3 3 -1.000000e-04 1.339595e-12 0 4.095391e-12 3.947694e-13 1.318335e+01 
-9.845131e-01 3 3 -1.000000e-04 -3.252731e-12 0 -6.006029e-12 3.947694e-13 1.318335e+01 
-9.816446e-01 3 3 -1.000000e-04 4.981349e-12 0 3.030576e-12 3.947694e-13 1.318335e+01 
-9.785352e-01 3 3 -1.000000e-04 4.450440e-12 0 3.305356e-12 3.947694e-13 1.318335e+01 
-9.751854e-01 3 3 -1.000000e-04 -6.851186e-12 0 -4.595824e-12 3.947694e-13 1.318335e+01 
-9.715963e-01 3 3 -1.000000e-04 5.011991e-12 0 3.189782e-12 3.947694e-13 1.318335e+01 
-9.677686e-01 3 3 -1.000000e-04 2.237543e-12 0 2.193495e-12 3.947694e-13 1.318335e+01 
