TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="8.2796e-08", I=51
-1 1.940858e+00 1.940656e+00 -1.000000e-04 4.662937e-13 0 4.662937e-13 -3.628438e-14 1.318335e+01 
-9.971226e-01 3 3 -1.000000e-04 2.930989e-13 0 2.930989e-13 -3.628438e-14 1.318335e+01 
-9.903648e-01 3 3 -1.000000e-04 -1.898481e-14 0 -1.898481e-14 -3.628438e-14 1.318335e+01 
-9.797745e-01 3 3 -1.000000e-04 -1.691980e-13 0 -1.691980e-13 -3.628438e-14 1.318335e+01 
-9.653935e-01 3 3 -1.000000e-04 6.111778e-14 0 6.111778e-14 -3.628438e-14 1.318335e+01 
-9.472774e-01 3 3 -1.000000e-04 -5.828671e-14 0 -5.828671e-14 -3.628438e-14 1.318335e+01 
-9.254965e-01 3 3 -1.000000e-04 -4.879430e-14 0 -4.879430e-14 -3.628438e-14 1.318335e+01 
-9.001349e-01 3 3 -1.000000e-04 -7.344125e-14 0 -7.344125e-14 -3.628438e-14 1.318335e+01 
-8.712910e-01 3 3 -1.000000e-04 5.828671e-15 0 5.828671e-15 -3.628438e-14 1.318335e+01 
-8.390761e-01 3 3 -1.000000e-04 -5.795364e-14 0 -5.795364e-14 -3.628438e-14 1.318335e+01 
-8.036151e-01 3 3 -1.000000e-04 3.663736e-15 0 3.663736e-15 -3.628438e-14 1.318335e+01 
-7.650450e-01 3 3 -1.000000e-04 1.698641e-14 0 1.698641e-14 -3.628438e-14 1.318335e+01 
-7.235151e-01 3 3 -1.000000e-04 -1.881828e-14 0 -1.881828e-14 -3.628438e-14 1.318335e+01 
-6.791861e-01 3 3 -1.000000e-04 5.995204e-15 0 5.995204e-15 -3.628438e-14 1.318335e+01 
-6.322294e-01 3 3 -1.000000e-04 6.328271e-15 0 6.328271e-15 -3.628438e-14 1.318335e+01 
-5.828267e-01 3 3 -1.000000e-04 2.914335e-14 0 2.914335e-14 -3.628438e-14 1.318335e+01 
