TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.001", I=101
-1 1.723217e-02 3 -3.011241e-02 -1.724123e+02 0 -1.559046e+02 -6.867640e-11 1.268908e+01 
-9.995066e-01 6.284637e-02 3 -3.025534e-02 -1.427918e+02 0 -1.578461e+02 -6.867640e-11 1.268908e+01 
-9.980267e-01 1.115580e-01 3 -3.069963e-02 -1.549126e+02 0 -9.921974e+01 -6.867640e-11 1.268908e+01 
-9.955620e-01 4.317227e-01 3 -3.137966e-02 -1.446616e+02 0 -2.195137e+02 -6.867640e-11 1.268908e+01 
-9.921147e-01 3.794015e-01 3 -3.231439e-02 -1.518390e+02 0 -1.964990e+01 -6.867640e-11 1.268908e+01 
-9.876883e-01 9.204825e-01 3 -3.338633e-02 -1.419665e+02 0 -2.435268e+02 -6.867640e-11 1.268908e+01 
-9.822873e-01 7.478600e-01 3 -3.462225e-02 -1.455742e+02 0 3.350159e+01 -6.867640e-11 1.268908e+01 
-9.759168e-01 1.420170e+00 3 -3.587532e-02 -1.341961e+02 0 -2.324961e+02 -6.867640e-11 1.268908e+01 
-9.685832e-01 1.152914e+00 3 -3.719375e-02 -1.341192e+02 0 6.014841e+01 -6.867640e-11 1.268908e+01 
-9.602937e-01 1.894279e+00 3 -3.841559e-02 -1.204949e+02 0 -2.062692e+02 -6.867640e-11 1.268908e+01 
-9.510565e-01 1.549610e+00 3 -3.962385e-02 -1.168424e+02 0 7.000691e+01 -6.867640e-11 1.268908e+01 
-9.408808e-01 2.318515e+00 3 -4.065039e-02 -1.010646e+02 0 -1.748592e+02 -6.867640e-11 1.268908e+01 
-9.297765e-01 1.905211e+00 3 -4.162170e-02 -9.456598e+01 0 7.029567e+01 -6.867640e-11 1.268908e+01 
-9.177546e-01 2.673082e+00 3 -4.236614e-02 -7.756670e+01 0 -1.430023e+02 -6.867640e-11 1.268908e+01 
-9.048271e-01 2.196584e+00 3 -4.305581e-02 -6.965749e+01 0 6.546460e+01 -6.867640e-11 1.268908e+01 
-8.910065e-01 2.944777e+00 3 -4.351192e-02 -5.304086e+01 0 -1.133729e+02 -6.867640e-11 1.268908e+01 
-8.763067e-01 2.411488e+00 3 -4.394774e-02 -4.559942e+01 0 5.819130e+01 -6.867640e-11 1.268908e+01 
-8.607420e-01 3.130743e+00 3 -4.416906e-02 -3.114553e+01 0 -8.772154e+01 -6.867640e-11 1.268908e+01 
-8.443279e-01 2.550593e+00 3 -4.442187e-02 -2.587975e+01 0 5.007452e+01 -6.867640e-11 1.268908e+01 
-8.270806e-01 3.240608e+00 3 -4.448718e-02 -1.481075e+01 0 -6.705356e+01 -6.867640e-11 1.268908e+01 
-8.090170e-01 2.627017e+00 3 -4.463518e-02 -1.254967e+01 0 4.206834e+01 -6.867640e-11 1.268908e+01 
-7.901550e-01 3.294279e+00 3 -4.461570e-02 -4.975820e+00 0 -5.149271e+01 -6.867640e-11 1.268908e+01 
-7.705132e-01 2.661321e+00 3 -4.471838e-02 -5.377299e+00 0 3.476175e+01 -6.867640e-11 1.268908e+01 
-7.501111e-01 3.314875e+00 3 -4.466051e-02 -4.121099e-01 0 -4.030221e+01 -6.867640e-11 1.268908e+01 
-7.289686e-01 2.673473e+00 3 -4.475101e-02 -2.403755e+00 0 2.849812e+01 -6.867640e-11 1.268908e+01 
-7.071068e-01 3.320691e+00 3 -4.467693e-02 1.109568e+00 0 -3.229020e+01 -6.867640e-11 1.268908e+01 
-6.845471e-01 2.676841e+00 3 -4.476865e-02 -1.451518e+00 0 2.337370e+01 -6.867640e-11 1.268908e+01 
-6.613119e-01 3.321748e+00 3 -4.468605e-02 1.399118e+00 0 -2.635349e+01 -6.867640e-11 1.268908e+01 
-6.374240e-01 2.677642e+00 3 -4.478277e-02 -1.172224e+00 0 1.926832e+01 -6.867640e-11 1.268908e+01 
-6.129071e-01 3.321781e+00 3 -4.469363e-02 1.346071e+00 0 -2.174861e+01 -6.867640e-11 1.268908e+01 
-5.877853e-01 2.677866e+00 3 -4.479588e-02 -1.044325e+00 0 1.596545e+01 -6.867640e-11 1.268908e+01 
-5.620834e-01 3.321706e+00 3 -4.470070e-02 1.228544e+00 0 -1.804411e+01 -6.867640e-11 1.268908e+01 
-5.358268e-01 2.677961e+00 3 -4.480826e-02 -9.389571e-01 0 1.326125e+01 -6.867640e-11 1.268908e+01 
-5.090414e-01 3.321659e+00 3 -4.470733e-02 1.102327e+00 0 -1.498442e+01 -6.867640e-11 1.268908e+01 
-4.817537e-01 2.678008e+00 3 -4.481981e-02 -8.356476e-01 0 1.100138e+01 -6.867640e-11 1.268908e+01 
-4.539905e-01 3.321638e+00 3 -4.471347e-02 9.746835e-01 0 -1.240253e+01 -6.867640e-11 1.268908e+01 
-4.257793e-01 2.678028e+00 3 -4.483040e-02 -7.322205e-01 0 9.074923e+00 -6.867640e-11 1.268908e+01 
-3.971479e-01 3.321636e+00 3 -4.471904e-02 8.462972e-01 0 -1.018065e+01 -6.867640e-11 1.268908e+01 
-3.681246e-01 2.678030e+00 3 -4.483988e-02 -6.284725e-01 0 7.400960e+00 -6.867640e-11 1.268908e+01 
-3.387379e-01 3.321645e+00 3 -4.472396e-02 7.172730e-01 0 -8.231859e+00 -6.867640e-11 1.268908e+01 
-3.090170e-01 2.678023e+00 3 -4.484813e-02 -5.243779e-01 0 5.918643e+00 -6.867640e-11 1.268908e+01 
-2.789911e-01 3.321659e+00 3 -4.472817e-02 5.876842e-01 0 -6.489841e+00 -6.867640e-11 1.268908e+01 
-2.486899e-01 2.678011e+00 3 -4.485504e-02 -4.199524e-01 0 4.580754e+00 -6.867640e-11 1.268908e+01 
-2.181432e-01 3.321674e+00 3 -4.473161e-02 4.576129e-01 0 -4.902317e+00 -6.867640e-11 1.268908e+01 
-1.873813e-01 2.677999e+00 3 -4.486052e-02 -3.152374e-01 0 3.349432e+00 -6.867640e-11 1.268908e+01 
-1.564345e-01 3.321688e+00 3 -4.473423e-02 3.271528e-01 0 -3.426661e+00 -6.867640e-11 1.268908e+01 
-1.253332e-01 2.677988e+00 3 -4.486449e-02 -2.102919e-01 0 2.193224e+00 -6.867640e-11 1.268908e+01 
-9.410831e-02 3.321698e+00 3 -4.473600e-02 1.964077e-01 0 -2.026782e+00 -6.867640e-11 1.268908e+01 
-6.279052e-02 2.677981e+00 3 -4.486689e-02 -1.051867e-01 0 1.084941e+00 -6.867640e-11 1.268908e+01 
-3.141076e-02 3.321703e+00 3 -4.473690e-02 6.548872e-02 0 -6.708008e-01 -6.867640e-11 1.268908e+01 
-1.110223e-16 2.677979e+00 3 -4.486770e-02 -1.571486e-10 0 1.781295e-10 -6.867640e-11 1.268908e+01 
3.141076e-02 3.321703e+00 3 -4.473690e-02 -6.548872e-02 0 6.708008e-01 -6.867640e-11 1.268908e+01 
6.279052e-02 2.677981e+00 3 -4.486689e-02 1.051867e-01 0 -1.084941e+00 -6.867640e-11 1.268908e+01 
9.410831e-02 3.321698e+00 3 -4.473600e-02 -1.964077e-01 0 2.026782e+00 -6.867640e-11 1.268908e+01 
1.253332e-01 2.677988e+00 3 -4.486449e-02 2.102919e-01 0 -2.193224e+00 -6.867640e-11 1.268908e+01 
1.564345e-01 3.321688e+00 3 -4.473423e-02 -3.271528e-01 0 3.426661e+00 -6.867640e-11 1.268908e+01 
1.873813e-01 2.677999e+00 3 -4.486052e-02 3.152374e-01 0 -3.349432e+00 -6.867640e-11 1.268908e+01 
2.181432e-01 3.321674e+00 3 -4.473161e-02 -4.576129e-01 0 4.902317e+00 -6.867640e-11 1.268908e+01 
2.486899e-01 2.678011e+00 3 -4.485504e-02 4.199524e-01 0 -4.580754e+00 -6.867640e-11 1.268908e+01 
2.789911e-01 3.321659e+00 3 -4.472817e-02 -5.876842e-01 0 6.489841e+00 -6.867640e-11 1.268908e+01 
3.090170e-01 2.678023e+00 3 -4.484813e-02 5.243778e-01 0 -5.918643e+00 -6.867640e-11 1.268908e+01 
3.387379e-01 3.321645e+00 3 -4.472396e-02 -7.172730e-01 0 8.231859e+00 -6.867640e-11 1.268908e+01 
3.681246e-01 2.678030e+00 3 -4.483988e-02 6.284725e-01 0 -7.400960e+00 -6.867640e-11 1.268908e+01 
3.971479e-01 3.321636e+00 3 -4.471904e-02 -8.462972e-01 0 1.018065e+01 -6.867640e-11 1.268908e+01 
4.257793e-01 2.678028e+00 3 -4.483040e-02 7.322205e-01 0 -9.074923e+00 -6.867640e-11 1.268908e+01 
4.539905e-01 3.321638e+00 3 -4.471347e-02 -9.746835e-01 0 1.240253e+01 -6.867640e-11 1.268908e+01 
4.817537e-01 2.678008e+00 3 -4.481981e-02 8.356476e-01 0 -1.100138e+01 -6.867640e-11 1.268908e+01 
5.090414e-01 3.321659e+00 3 -4.470733e-02 -1.102327e+00 0 1.498442e+01 -6.867640e-11 1.268908e+01 
5.358268e-01 2.677961e+00 3 -4.480826e-02 9.389571e-01 0 -1.326125e+01 -6.867640e-11 1.268908e+01 
5.620834e-01 3.321706e+00 3 -4.470070e-02 -1.228544e+00 0 1.804411e+01 -6.867640e-11 1.268908e+01 
5.877853e-01 2.677866e+00 3 -4.479588e-02 1.044325e+00 0 -1.596545e+01 -6.867640e-11 1.268908e+01 
6.129071e-01 3.321781e+00 3 -4.469363e-02 -1.346071e+00 0 2.174861e+01 -6.867640e-11 1.268908e+01 
6.374240e-01 2.677642e+00 3 -4.478277e-02 1.172224e+00 0 -1.926832e+01 -6.867640e-11 1.268908e+01 
6.613119e-01 3.321748e+00 3 -4.468605e-02 -1.399118e+00 0 2.635349e+01 -6.867640e-11 1.268908e+01 
6.845471e-01 2.676841e+00 3 -4.476865e-02 1.451518e+00 0 -2.337370e+01 -6.867640e-11 1.268908e+01 
7.071068e-01 3.320691e+00 3 -4.467693e-02 -1.109568e+00 0 3.229020e+01 -6.867640e-11 1.268908e+01 
7.289686e-01 2.673473e+00 3 -4.475101e-02 2.403755e+00 0 -2.849812e+01 -6.867640e-11 1.268908e+01 
7.501111e-01 3.314875e+00 3 -4.466051e-02 4.121099e-01 0 4.030221e+01 -6.867640e-11 1.268908e+01 
7.705132e-01 2.661321e+00 3 -4.471838e-02 5.377299e+00 0 -3.476175e+01 -6.867640e-11 1.268908e+01 
7.901550e-01 3.294279e+00 3 -4.461570e-02 4.975820e+00 0 5.149271e+01 -6.867640e-11 1.268908e+01 
8.090170e-01 2.627017e+00 3 -4.463518e-02 1.254967e+01 0 -4.206834e+01 -6.867640e-11 1.268908e+01 
8.270806e-01 3.240608e+00 3 -4.448718e-02 1.481075e+01 0 6.705356e+01 -6.867640e-11 1.268908e+01 
8.443279e-01 2.550593e+00 3 -4.442187e-02 2.587975e+01 0 -5.007452e+01 -6.867640e-11 1.268908e+01 
8.607420e-01 3.130743e+00 3 -4.416906e-02 3.114553e+01 0 8.772154e+01 -6.867640e-11 1.268908e+01 
8.763067e-01 2.411488e+00 3 -4.394774e-02 4.559942e+01 0 -5.819130e+01 -6.867640e-11 1.268908e+01 
