TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.001", I=101
-1 2.180524e-01 2.179601e-01 -9.987218e-05 -3.837191e-02 0 1.390437e-02 -2.723837e-10 1.174607e+01 
-9.995066e-01 2.489539e-01 2.488659e-01 -9.987529e-05 7.331289e-03 0 2.262000e-02 -2.723837e-10 1.174607e+01 
-9.980267e-01 3.339670e-01 3.339014e-01 -9.986457e-05 -1.137086e-02 0 2.599335e-02 -2.723837e-10 1.174607e+01 
-9.955620e-01 4.573812e-01 4.573181e-01 -9.987463e-05 3.296248e-03 0 -5.954413e-03 -2.723837e-10 1.174607e+01 
-9.921147e-01 6.046420e-01 6.046161e-01 -9.985888e-05 -9.459013e-03 0 3.120552e-02 -2.723837e-10 1.174607e+01 
-9.876883e-01 7.664620e-01 7.664084e-01 -9.987371e-05 2.398542e-03 0 -3.313542e-02 -2.723837e-10 1.174607e+01 
-9.822873e-01 9.359207e-01 9.359257e-01 -9.985786e-05 -7.958623e-03 0 4.923677e-02 -2.723837e-10 1.174607e+01 
-9.759168e-01 1.109560e+00 1.109499e+00 -9.987793e-05 4.899884e-03 0 -5.705234e-02 -2.723837e-10 1.174607e+01 
-9.685832e-01 1.283447e+00 1.283507e+00 -9.986558e-05 -1.628575e-03 0 8.225796e-02 -2.723837e-10 1.174607e+01 
-9.602937e-01 1.456164e+00 1.456127e+00 -9.988769e-05 1.466397e-02 0 -7.858158e-02 -2.723837e-10 1.174607e+01 
-9.510565e-01 1.624571e+00 1.624769e+00 -9.987044e-05 3.350879e-03 0 1.138193e-01 -2.723837e-10 1.174607e+01 
-9.408808e-01 1.788179e+00 1.788062e+00 -9.986597e-05 -1.115164e-03 0 -1.631944e-01 -2.723837e-10 1.174607e+01 
-9.297765e-01 1.944013e+00 1.943935e+00 -9.983579e-05 -3.953958e-02 0 8.663231e-02 -2.723837e-10 1.174607e+01 
-9.177546e-01 2.091948e+00 2.091419e+00 -9.989220e-05 1.766898e-02 0 -3.921926e-02 -2.723837e-10 1.174607e+01 
-9.048271e-01 2.228163e+00 2.229853e+00 -9.997398e-05 6.629465e-02 0 3.451208e-01 -2.723837e-10 1.174607e+01 
-8.910065e-01 2.356731e+00 2.354862e+00 -9.970225e-05 -8.237994e-02 0 -9.518268e-01 -2.723837e-10 1.174607e+01 
-8.763067e-01 2.470060e+00 2.470343e+00 -9.995220e-05 -1.848481e-02 0 1.419987e+00 -2.723837e-10 1.174607e+01 
-8.607420e-01 2.571475e+00 2.573711e+00 -1.000198e-04 1.465494e-01 0 -1.409110e+00 -2.723837e-10 1.174607e+01 
-8.443279e-01 2.663814e+00 2.659529e+00 -9.953025e-05 -2.008447e-01 0 9.509971e-01 -2.723837e-10 1.174607e+01 
-8.270806e-01 2.735902e+00 2.741000e+00 -1.003223e-04 1.621368e-01 0 -3.158698e-01 -2.723837e-10 1.174607e+01 
-8.090170e-01 2.804664e+00 2.799900e+00 -9.944840e-05 -7.428218e-02 0 -2.399951e-01 -2.723837e-10 1.174607e+01 
-7.901550e-01 2.852964e+00 2.856753e+00 -1.002273e-04 -1.269650e-02 0 5.982913e-01 -2.723837e-10 1.174607e+01 
-7.705132e-01 2.897479e+00 2.894819e+00 -9.963308e-05 7.255393e-02 0 -7.599177e-01 -2.723837e-10 1.174607e+01 
-7.501111e-01 2.927556e+00 2.929219e+00 -1.000326e-04 -1.020919e-01 0 7.822640e-01 -2.723837e-10 1.174607e+01 
-7.289686e-01 2.952391e+00 2.951490e+00 -9.980053e-05 1.091680e-01 0 -7.265885e-01 -2.723837e-10 1.174607e+01 
-7.071068e-01 2.969091e+00 2.969460e+00 -9.990735e-05 -1.033762e-01 0 6.386749e-01 -2.723837e-10 1.174607e+01 
-6.845471e-01 2.980804e+00 2.980784e+00 -9.988975e-05 9.191124e-02 0 -5.448707e-01 -2.723837e-10 1.174607e+01 
