TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="0.001", I=101
-1 2.178419e-01 2.181739e-01 3.411299e-04 -8.278359e-02 7.102645e-04 -8.349385e-02 -5.650422e-10 1.177733e+01 
-9.992733e-01 2.628976e-01 2.631848e-01 3.411273e-04 1.706744e-02 1.486916e-01 -1.316242e-01 -5.650422e-10 1.177733e+01 
-9.975644e-01 3.584786e-01 3.587003e-01 3.411221e-04 -3.098420e-02 9.880333e-03 -4.086453e-02 -5.650422e-10 1.177733e+01 
-9.948806e-01 4.883867e-01 4.885093e-01 3.411168e-04 1.040166e-02 1.006999e-01 -9.029826e-02 -5.650422e-10 1.177733e+01 
-9.912247e-01 6.392238e-01 6.393160e-01 3.411119e-04 -2.200460e-02 -5.309016e-02 3.108556e-02 -5.650422e-10 1.177733e+01 
-9.866002e-01 8.026949e-01 8.026952e-01 3.411095e-04 9.774093e-03 9.371156e-02 -8.393747e-02 -5.650422e-10 1.177733e+01 
-9.810118e-01 9.726944e-01 9.727323e-01 3.411065e-04 -1.813270e-02 -9.484452e-02 7.671182e-02 -5.650422e-10 1.177733e+01 
-9.744648e-01 1.145941e+00 1.145876e+00 3.411058e-04 1.035178e-02 1.106857e-01 -1.003339e-01 -5.650422e-10 1.177733e+01 
-9.669657e-01 1.319005e+00 1.319058e+00 3.410993e-04 -1.273642e-02 -1.294527e-01 1.167163e-01 -5.650422e-10 1.177733e+01 
-9.585217e-01 1.490269e+00 1.490202e+00 3.410968e-04 1.914772e-02 1.375759e-01 -1.184282e-01 -5.650422e-10 1.177733e+01 
-9.491412e-01 1.657059e+00 1.657253e+00 3.410886e-04 -2.142952e-03 -1.628469e-01 1.607039e-01 -5.650422e-10 1.177733e+01 
-9.388333e-01 1.818510e+00 1.818445e+00 3.411093e-04 1.398971e-02 2.012525e-01 -1.872628e-01 -5.650422e-10 1.177733e+01 
-9.276081e-01 1.972217e+00 1.972226e+00 3.411251e-04 -4.184954e-02 -1.571559e-01 1.153064e-01 -5.650422e-10 1.177733e+01 
-9.154766e-01 2.117712e+00 2.117038e+00 3.411142e-04 6.396891e-03 1.419126e-01 -1.355157e-01 -5.650422e-10 1.177733e+01 
-9.024505e-01 2.251537e+00 2.253057e+00 3.409896e-04 5.775158e-02 -4.114637e-01 4.692153e-01 -5.650422e-10 1.177733e+01 
-8.885427e-01 2.376971e+00 2.375675e+00 3.412403e-04 -4.539285e-02 9.278372e-01 -9.732301e-01 -5.650422e-10 1.177733e+01 
-8.737667e-01 2.488399e+00 2.488103e+00 3.410717e-04 -5.277225e-02 -1.323484e+00 1.270712e+00 -5.650422e-10 1.177733e+01 
-8.581369e-01 2.586726e+00 2.589080e+00 3.409464e-04 1.499731e-01 1.303273e+00 -1.153300e+00 -5.650422e-10 1.177733e+01 
-8.416687e-01 2.676562e+00 2.672757e+00 3.414005e-04 -1.763127e-01 -8.918205e-01 7.155078e-01 -5.650422e-10 1.177733e+01 
-8.243781e-01 2.746841e+00 2.751059e+00 3.407451e-04 1.319215e-01 3.244519e-01 -1.925303e-01 -5.650422e-10 1.177733e+01 
-8.062820e-01 2.812719e+00 2.808930e+00 3.414284e-04 -5.737666e-02 1.731303e-01 -2.305069e-01 -5.650422e-10 1.177733e+01 
-7.873980e-01 2.859876e+00 2.862825e+00 3.408415e-04 -1.009750e-02 -4.956269e-01 4.855294e-01 -5.650422e-10 1.177733e+01 
-7.677448e-01 2.902221e+00 2.900164e+00 3.412795e-04 5.407226e-02 6.439324e-01 -5.898601e-01 -5.650422e-10 1.177733e+01 
-7.473414e-01 2.931266e+00 2.932567e+00 3.409890e-04 -7.470878e-02 -6.683640e-01 5.936552e-01 -5.650422e-10 1.177733e+01 
-7.262077e-01 2.954937e+00 2.954200e+00 3.411580e-04 7.901691e-02 6.234104e-01 -5.443935e-01 -5.650422e-10 1.177733e+01 
