TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="3.0491e-05", I=11
-1 5.690641e-01 5.689794e-01 -5.760752e-05 -2.951020e-03 0 -2.951020e-03 -1.245275e-14 1.284340e+01 
-9.340014e-01 2.925616e+00 2.925616e+00 -5.754137e-05 5.075643e-03 0 5.075643e-03 -1.245275e-14 1.284340e+01 
-7.844835e-01 2.977589e+00 2.977585e+00 -5.745360e-05 -1.056119e-03 0 -1.056119e-03 -1.245275e-14 1.284340e+01 
-5.652353e-01 3.015154e+00 3.015157e+00 -5.752364e-05 4.018488e-04 0 4.018488e-04 -1.245275e-14 1.284340e+01 
-2.957581e-01 2.988486e+00 2.988484e+00 -5.746011e-05 -1.450079e-04 0 -1.450079e-04 -1.245275e-14 1.284340e+01 
0 3.010502e+00 3.010503e+00 -5.752071e-05 -1.578503e-14 0 -1.578503e-14 -1.245275e-14 1.284340e+01 
2.957581e-01 2.988486e+00 2.988484e+00 -5.746011e-05 1.450079e-04 0 1.450079e-04 -1.245275e-14 1.284340e+01 
5.652353e-01 3.015154e+00 3.015157e+00 -5.752364e-05 -4.018488e-04 0 -4.018488e-04 -1.245275e-14 1.284340e+01 
7.844835e-01 2.977589e+00 2.977585e+00 -5.745360e-05 1.056119e-03 0 1.056119e-03 -1.245275e-14 1.284340e+01 
9.340014e-01 2.925616e+00 2.925616e+00 -5.754137e-05 -5.075643e-03 0 -5.075643e-03 -1.245275e-14 1.284340e+01 
1 5.690641e-01 5.689794e-01 -5.760752e-05 2.951020e-03 0 2.951020e-03 -1.245275e-14 1.284340e+01 
ZONE T="0.00042687", I=11
-1 5.531826e-01 5.531011e-01 -5.736801e-05 -2.979876e-03 0 -2.979876e-03 -1.798619e-14 1.283426e+01 
-9.340014e-01 2.919377e+00 2.919377e+00 -5.729680e-05 5.016467e-03 0 5.016467e-03 -1.798619e-14 1.283426e+01 
